step,loss_V,weight_norm_sq_C,K_est,lr,cond
830,3.897536516189575,9972198.492691876,38867007.771957226,0.00033471226558668646,seed1
840,3.9065980911254883,9971754.167869428,38955635.79737134,0.00033129748098547105,seed1
850,3.841295003890991,9971358.014113816,38302927.72162379,0.0003278688058232198,seed1
860,3.6212339401245117,9970874.795830237,36106870.22339252,0.0003244270860742246,seed1
870,4.070888996124268,9970349.202106655,40588184.85437235,0.0003209731709313339,seed1
880,4.124788761138916,9969801.047078995,41123323.30978244,0.0003175079125964273,seed1
890,3.808009624481201,9969258.09717335,37963030.78297326,0.000314032166070147,seed1
900,3.8566341400146484,9968762.055663722,38445868.07755531,0.00031054678894093974,seed1
910,3.764585494995117,9968343.095957464,37526679.828176185,0.00030705264117345936,seed1
920,3.8999247550964355,9967862.11349086,38873912.21179088,0.00030355058489638337,seed1
930,3.99018931388855,9967283.819917718,39771349.386729926,0.0003000414841896958,seed1
940,4.0555620193481445,9966771.119962143,40420858.40965444,0.0002965262048714882,seed1
950,3.8910114765167236,9966349.027245993,38779178.44398544,0.00029300561428433205,seed1
960,3.7189695835113525,9965938.724326994,37063022.98691002,0.00028948058108127495,seed1
970,3.756692409515381,9965528.004959714,37437423.413045116,0.00028595197501151375,seed1
980,3.8926916122436523,9965036.859605111,38790815.399083644,0.0002824206667057963,seed1
990,3.8365042209625244,9964629.992502475,38229345.026565515,0.00027888752746160707,seed1
1000,3.687563419342041,9964271.708180752,36743883.85147217,0.000275353429028187,seed1
1010,4.033140182495117,9963852.778043464,40185615.01159269,0.00027181924339144266,seed1
1020,3.691420555114746,9963465.936382366,36779342.95774746,0.00026828584255879676,seed1
1030,3.7040646076202393,9963034.208725043,36903722.397048146,0.00026475409834403357,seed1
1040,4.060627460479736,9962526.313345362,40454107.923722126,0.0002612248821521911,seed1
1050,3.909419298171997,9962069.451410728,38945906.56307482,0.00025769906476455615,seed1
1060,3.5673041343688965,9961608.88836558,35536088.57243248,0.000254177516123811,seed1
1070,3.720107316970825,9961179.02257692,37056654.9675447,0.0002506611051193889,seed1
1080,3.5768110752105713,9960820.998904416,35627974.867071345,0.0002471506993730878,seed1
1090,3.6357409954071045,9960371.111675667,36213329.58018786,0.0002436471650249984,seed1
1100,3.9707977771759033,9959999.272955814,39549142.97372656,0.00024015136651979653,seed1
1110,3.7046096324920654,9959630.562754253,36896543.31884178,0.0002366641663934546,seed1
1120,3.701650619506836,9959160.278415635,36865331.81436511,0.0002331864250604237,seed1
1130,3.730937957763672,9958705.773904022,37155313.38205876,0.00022971900060133916,seed1
1140,3.473257541656494,9958309.04003235,34587771.9754384,0.00022626274855130218,seed1
1150,3.909858465194702,9957935.399722606,38934118.01846742,0.00022281852168878902,seed1
1160,3.837719678878784,9957560.3739869,38214325.40087311,0.00021938716982524082,seed1
1170,3.941171646118164,9957196.470714496,39243020.40520783,0.00021596953959538567,seed1
1180,3.85650897026062,9956844.718900641,38398660.97393241,0.0002125664742483437,seed1
1190,3.656141996383667,9956454.163043838,36402210.20057357,0.0002091788134395679,seed1
1200,3.599576234817505,9956066.041183433,35837618.71411748,0.00020580739302367235,seed1
1210,3.7544639110565186,9955691.257130587,37378283.53451769,0.00020245304484819705,seed1
1220,3.619074821472168,9955337.248018488,36029110.37356774,0.0001991165965483621,seed1
1230,3.8044819831848145,9954963.910813378,37873480.84194454,0.00019579887134286108,seed1
1240,3.6710963249206543,9954593.328041561,36544270.98265304,0.00019250068783074426,seed1
1250,3.565263032913208,9954260.576664632,35489557.253967725,0.00018922285978944148,seed1
1260,3.8186421394348145,9953971.945751484,38010656.72679857,0.0001859661959739748,seed1
1270,3.764641046524048,9953679.206888791,37472029.306186475,0.00018273149991741012,seed1
1280,3.91218900680542,9953409.103566868,38939617.67521129,0.00017951956973259753,seed1
1290,3.6000561714172363,9953160.69201209,35831937.574385576,0.00017633119791524927,seed1
1300,3.6188292503356934,9952890.161745029,36017810.04270126,0.0001731671711484023,seed1
1310,3.6320109367370605,9952615.791393593,36148009.4034835,0.00017002827010831716,seed1
1320,3.883204936981201,9952311.915750826,38646866.76562044,0.00016691526927185713,seed1
1330,4.1222076416015625,9952027.403862776,41024323.4136313,0.00016382893672539767,seed1
1340,3.5680932998657227,9951777.051348485,35508869.018673986,0.00016077003397531287,seed1
1350,3.678046703338623,9951541.312127471,36602233.71620856,0.00015773931576008502,seed1
1360,3.8723788261413574,9951250.705336537,38535012.52496946,0.00015473752986408412,seed1
1370,3.7240219116210938,9950954.307248773,37057571.88173473,0.0001517654169330632,seed1
1380,3.6030211448669434,9950711.753175562,35852624.85316756,0.00014882371029141555,seed1
1390,3.3060860633850098,9950441.28338723,32897015.251537375,0.00014591313576123712,seed1
1400,3.705561876296997,9950199.754987285,36871080.8736206,0.0001430344114832412,seed1
1410,3.572204828262329,9949972.621060284,35543340.238029525,0.00014018824773956846,seed1
1420,3.5597376823425293,9949718.027727691,35418386.191985056,0.00013737534677853437,seed1
1430,3.5313823223114014,9949480.321433589,35135418.92329574,0.0001345964026413608,seed1
1440,3.400780439376831,9949261.38678355,33835253.5104207,0.00013185210099093148,seed1
1450,3.6846675872802734,9949007.081132213,36658783.917469785,0.00012914311894261446,seed1
